age,gender,residence,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,location,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,TARGET_PREDICTION_PERCENT
20,F,D,1,1,5,1,0,3,5,U,4,3,1,0,1,0,5,5,93,90,67,88
20,F,H,0,1,3,0,1,1,2,U,2,3,0,0,1,0,2,2,92,90,57,81
20,F,H,0,1,5,0,1,3,3,R,1,1,0,0,1,0,4,4,79,75,80,79
20,F,H,0,1,5,0,1,3,3,R,1,1,0,0,1,0,4,4,79,75,96,76
20,M,D,0,1,4,1,1,4,5,U,4,5,0,0,1,0,4,5,88,87,86,72
20,M,H,0,1,1,1,1,3,4,U,4,3,1,0,1,0,5,3,81,83,47,87
19,M,D,0,1,5,1,0,3,4,U,3,4,1,0,1,0,4,5,91,97,49,88
21,F,D,0,1,7,0,1,3,5,R,2,4,1,0,1,0,4,5,83,81,56,87
19,M,D,0,1,2,1,1,3,5,U,3,4,1,0,1,0,4,5,68,67,75,76
22,M,H,0,1,3,1,0,3,3,R,1,1,0,0,1,0,3,5,75,75,78,73
20,M,D,0,1,8,0,0,1,3,U,2,2,0,0,1,0,3,4,87,90,90,78
21,F,H,0,1,4,1,1,3,5,U,1,1,0,0,1,0,4,5,85,82,66,58
21,M,D,0,1,6,0,0,3,4,U,3,3,0,0,1,0,4,4,75,76,34,79
21,M,H,1,1,6,1,1,2,4,U,2,1,1,0,1,0,5,5,82,82,46,85
21,M,H,0,1,2,1,0,4,5,U,4,3,1,0,1,0,4,5,84,83,66,60
20,F,D,0,1,7,1,0,3,4,U,2,3,1,0,1,0,4,5,88,88,78,80
19,M,D,0,1,2,0,1,4,5,U,3,3,1,0,1,1,3,5,91,89,87,88
21,M,D,0,1,4,1,1,1,3,U,2,2,0,1,1,0,4,4,88,88,45,84
20,M,H,0,1,2,0,0,3,5,U,4,2,1,0,1,0,4,5,81,76,22,65
20,M,D,0,1,8,1,1,3,5,U,1,1,1,1,1,0,4,4,79,70,77,76
20,M,H,0,1,4,1,1,2,5,U,2,5,1,0,1,0,4,5,76,80,89,76
20,M,H,0,1,3,1,1,3,4,R,4,3,1,1,1,0,4,5,72,71,76,83
20,F,D,0,1,6,0,0,3,5,U,2,3,1,0,1,0,5,5,87,85,45,80
21,F,D,1,1,4,1,1,3,4,U,3,3,1,0,1,0,3,5,88,88,65,80
20,M,D,1,1,3,0,1,3,5,R,1,1,0,0,1,1,4,5,87,77,87,77
20,M,D,0,1,5,0,1,4,5,U,3,4,0,0,1,0,4,5,76,80,76,95
21,M,H,1,1,8,1,1,3,5,R,1,1,0,0,1,0,4,5,73,75,76,95
20,M,H,0,1,4,0,1,3,4,R,4,3,0,0,1,0,4,4,78,79,88,76
20,M,D,1,1,2,1,1,3,4,U,3,3,0,0,1,0,3,5,58,60,86,70
20,F,H,1,1,2,1,0,3,5,R,1,1,0,0,1,0,5,5,79,81,80,70
20,M,D,0,1,6,0,1,4,4,U,5,5,1,0,1,0,4,5,85,60,83,79
21,M,D,1,1,7,0,1,3,5,U,4,3,1,1,1,0,4,5,60,70,78,91
21,M,H,0,1,5,0,0,4,5,U,5,5,1,0,2,0,6,4,80,75,90,79
20,M,D,0,1,3,1,0,3,4,U,2,1,1,1,1,0,4,1,88,84,80,74
21,M,H,0,1,1,1,1,4,5,R,5,5,0,0,1,0,4,5,77,70,79,88
21,F,H,1,1,6,1,1,3,5,U,3,1,1,0,1,0,4,5,84,84,76,83
20,M,D,1,1,4,1,1,4,5,U,4,3,1,0,1,1,4,5,90,65,83,77
21,M,H,1,1,1,1,1,3,4,R,3,2,0,0,2,0,4,3,82,76,90,76
20,F,H,0,1,7,0,1,5,5,U,3,3,0,0,1,0,4,5,80,76,77,79
20,M,H,1,1,2,0,1,4,5,U,4,3,1,0,1,0,4,5,88,83,70,73
19,F,H,0,1,1,0,1,3,4,U,5,5,1,1,1,0,5,3,88,80,94,65
21,M,D,1,1,4,1,1,2,3,R,3,1,0,0,1,0,5,4,80,80,75,74
21,F,D,0,1,2,1,1,3,3,U,5,3,0,1,1,0,5,5,77,77,75,82
19,M,D,0,1,4,1,1,3,3,U,1,1,1,0,1,0,5,4,88,95,88,67
19,F,H,0,1,7,1,0,3,4,R,4,3,1,0,1,0,5,5,93,95,64,62
22,F,D,0,1,3,1,1,3,5,U,1,4,0,1,1,0,2,1,79,76,86,83
20,M,H,0,1,1,1,0,3,4,U,3,3,0,0,1,0,4,5,78,70,84,69
20,M,H,0,1,2,1,1,2,3,R,2,2,0,0,1,0,4,4,65,70,81,71
20,M,H,0,1,4,0,1,3,3,U,4,4,1,0,1,0,6,4,83,79,86,76
20,F,D,0,1,1,1,1,4,4,U,5,4,1,0,1,0,4,5,93,91,96,80
20,F,D,1,1,2,0,1,3,4,U,5,4,1,0,1,0,4,3,80,79,85,76
20,M,H,1,1,2,1,1,3,4,R,3,3,1,0,1,0,4,5,76,74,90,80
19,F,D,0,1,6,0,0,3,1,U,3,4,1,1,1,0,3,5,90,88,90,87
19,F,H,0,1,2,0,1,3,4,R,4,1,0,0,1,0,5,4,83,83,75,86
20,M,H,0,1,4,1,0,1,5,R,1,1,0,0,1,0,5,5,80,77,75,87
21,F,D,0,1,1,0,1,3,4,U,4,5,1,1,1,0,4,5,75,76,87,81
21,F,H,0,1,2,1,1,3,4,U,3,3,0,0,1,0,4,5,83,79,83,75
21,M,H,1,1,6,1,1,5,5,R,1,1,1,0,1,0,4,5,77,73,97,77
20,F,H,0,1,2,1,1,3,4,U,4,1,0,0,1,0,4,5,63,65,81,69
21,F,H,1,1,5,1,1,3,5,U,1,1,0,0,1,0,6,5,75,74,67,95
20,M,H,0,1,8,1,1,4,4,U,4,4,1,0,1,0,4,4,84,82,75,93
23,M,D,1,1,7,1,1,2,4,R,2,1,0,0,1,0,4,3,63,67,90,75
21,M,H,0,1,4,0,1,3,5,U,5,3,1,0,1,0,6,5,67,62,82,89
20,F,D,0,1,3,1,1,4,4,U,4,4,1,0,1,0,4,4,83,83,76,76
21,M,D,1,1,4,0,0,5,5,U,5,5,1,0,1,0,6,5,69,69,82,80
20,M,H,1,1,2,0,1,3,5,U,3,3,1,0,1,0,4,5,69,71,83,69
20,M,H,1,1,2,1,1,3,2,R,5,3,0,0,1,0,3,5,73,76,88,80
20,F,H,0,1,4,0,1,3,5,R,2,2,0,0,1,0,4,5,83,80,89,72
20,M,H,0,1,3,1,0,3,5,U,2,1,0,1,1,0,3,3,75,76,88,78
21,F,H,0,1,4,1,1,4,5,U,4,3,0,0,1,0,4,5,86,80,76,77
19,M,D,1,1,2,0,1,3,5,U,5,5,1,1,1,0,3,5,83,87,70,75
20,M,H,1,1,3,1,1,1,5,R,2,2,0,0,1,0,4,5,77,86,80,86
20,M,H,0,1,6,1,1,3,3,U,3,2,1,0,1,0,4,3,88,87,71,81
19,F,H,1,1,4,1,1,4,5,R,1,1,0,0,1,0,5,5,81,81,91,67
20,M,D,0,1,6,1,0,3,5,R,1,1,0,0,1,0,5,1,75,75,88,72
19,F,H,1,1,7,0,0,3,4,U,3,3,0,0,1,0,5,4,82,77,81,76
20,M,D,1,1,2,0,0,4,4,U,4,4,1,1,1,0,5,5,68,69,79,76
21,F,H,0,1,4,1,1,4,5,R,2,3,0,0,1,0,5,5,89,80,76,71
20,F,D,0,1,6,1,1,4,4,U,5,5,1,1,1,0,4,4,76,78,72,75
22,M,H,0,1,3,0,1,3,5,U,1,5,0,0,1,0,4,5,84,85,87,80
20,F,H,0,0,4,1,1,3,4,U,4,4,1,1,1,0,4,4,74,71,88,76
20,F,H,0,1,2,1,1,3,3,U,3,3,0,0,1,0,4,5,80,78,87,80
19,F,H,1,1,5,1,1,2,4,R,3,4,1,1,1,0,3,5,90,85,76,87
22,M,H,0,1,2,1,0,4,4,U,4,3,1,0,1,1,4,5,89,93,78,85
22,M,D,0,1,3,1,1,3,4,R,3,4,1,0,0,1,5,4,85,88,76,82
20,F,H,1,1,4,0,1,5,3,U,5,3,1,1,1,1,6,1,90,92,78,90
23,M,D,0,1,2,1,0,4,4,R,4,5,1,0,2,0,5,4,89,91,80,95
21,F,H,1,1,5,0,1,2,3,U,2,2,1,1,1,1,4,1,88,90,85,92
24,F,D,0,1,3,1,1,5,4,R,5,5,1,0,3,1,4,5,86,89,83,96
22,M,D,1,1,4,0,1,3,3,U,3,3,1,1,1,1,3,1,90,92,76,97
26,F,H,1,1,2,1,0,2,4,R,4,3,1,0,2,1,5,3,87,90,82,96
20,M,H,1,1,5,0,1,4,4,U,4,2,1,1,0,1,4,4,91,94,79,91
21,F,D,1,1,3,1,0,3,3,U,3,2,1,1,1,1,3,4,84,89,76,92
23,M,H,1,1,4,0,1,3,3,U,3,2,1,1,1,1,3,4,86,91,78,98
22,M,D,0,1,2,1,0,4,3,R,4,3,1,0,2,1,5,3,87,90,82,97
22,F,H,1,1,3,1,1,4,3,U,3,2,1,1,1,1,4,4,85,89,77,93
20,F,H,0,1,2,1,0,5,4,R,5,3,1,0,0,1,4,5,88,90,79,98
23,M,D,1,1,3,0,1,2,3,U,2,4,1,1,1,1,3,2,91,93,80,95
21,M,D,0,1,4,1,1,3,4,R,3,4,1,0,1,0,3,1,87,89,76,97
24,F,H,1,1,2,0,1,5,5,U,5,3,1,1,0,1,6,4,85,88,82,92
22,F,H,1,1,5,1,0,2,4,R,2,5,1,0,1,1,5,3,90,92,78,91
20,M,D,1,1,3,1,1,4,2,U,4,2,1,1,1,1,4,2,87,90,83,98
21,F,H,1,1,4,0,0,3,5,U,3,3,1,1,0,1,4,3,86,89,80,97
20,F,H,1,1,4,0,1,4,2,U,4,4,1,0,0,1,4,2,87,90,83,98
24,M,D,0,0,3,1,1,5,1,R,5,5,1,1,1,0,6,1,89,92,78,97
23,F,H,1,1,2,1,0,2,3,U,3,3,1,0,1,1,5,3,86,89,80,93
22,M,D,0,0,5,1,1,5,4,R,5,4,1,1,0,0,4,4,85,88,82,98
21,F,H,1,1,3,1,1,3,4,U,3,3,1,0,2,1,3,3,90,93,79,95
25,M,D,0,0,4,1,0,2,3,R,2,4,1,0,1,0,4,2,88,91,77,97
22,F,H,1,1,2,1,0,4,5,U,4,4,1,0,0,1,4,5,85,88,76,98
23,M,D,0,0,5,1,1,3,4,U,3,3,1,1,1,1,3,4,89,92,79,92
20,F,H,1,1,3,0,0,5,3,U,5,4,1,0,0,1,5,3,87,90,81,85
21,M,D,0,0,4,1,1,4,4,R,4,4,1,0,1,1,4,4,86,89,80,89
24,F,H,1,1,3,0,0,4,2,U,3,3,1,1,1,1,4,2,88,91,79,88
23,M,D,0,0,5,1,1,5,4,R,5,5,1,1,0,0,5,4,89,92,81,92
22,F,H,1,1,2,1,0,3,3,U,4,3,1,0,1,1,3,3,86,89,77,98
26,M,D,0,0,4,1,0,2,4,R,2,2,1,0,0,1,6,1,87,90,79,91
22,F,H,1,1,3,0,1,4,3,U,3,3,1,1,0,1,4,3,89,92,80,90
21,M,D,0,0,4,1,1,3,4,R,3,3,1,1,1,1,3,4,88,91,78,85
20,F,H,1,1,2,1,1,5,5,U,5,5,1,0,0,1,4,5,87,90,76,87
24,M,D,0,0,5,1,0,4,4,U,4,4,1,0,1,1,4,4,89,92,79,90
23,F,H,1,1,3,0,1,3,2,U,3,2,1,1,0,1,3,2,86,89,77,89
22,M,D,0,0,4,1,1,5,3,R,5,4,1,0,1,1,5,3,88,91,80,87
22,M,H,1,1,4,0,1,4,2,U,4,4,1,0,0,1,4,2,87,90,83,88
21,F,D,0,0,3,1,1,5,1,U,5,5,1,1,1,0,6,1,89,92,78,89
23,F,H,1,1,2,1,0,2,3,U,3,3,1,0,1,1,5,3,86,89,80,86
24,M,D,0,0,5,1,1,5,4,R,5,4,1,1,0,0,4,4,85,88,82,82
20,F,H,1,1,3,1,1,3,4,U,3,3,1,0,2,1,3,3,90,93,79,89
25,M,D,0,0,4,1,0,2,3,R,2,4,1,0,1,0,4,2,88,91,77,84
22,F,H,1,1,2,1,0,4,5,U,4,4,1,0,0,1,4,5,85,88,76,82
23,M,D,0,0,5,1,1,3,4,R,3,3,1,1,1,1,3,4,89,92,79,82
20,F,H,1,1,3,0,0,5,3,U,5,4,1,0,0,1,5,3,87,90,81,87
21,M,D,0,0,4,1,1,4,4,U,4,4,1,0,1,1,4,4,86,89,80,93
24,F,H,1,1,3,0,0,4,2,U,3,3,1,1,1,1,4,2,88,91,79,98
23,M,D,0,0,5,1,1,5,4,R,5,5,1,1,0,0,5,4,89,92,81,87
22,F,H,1,1,2,1,0,3,3,U,4,3,1,0,1,1,3,3,86,89,77,92
26,M,D,0,0,4,1,0,2,4,U,2,2,1,0,0,1,6,1,87,90,79,89
22,F,H,1,1,3,0,1,4,3,U,3,3,1,1,0,1,4,3,89,92,80,93
21,M,D,0,0,4,1,1,3,4,R,3,3,1,1,1,1,3,4,88,91,78,92
20,F,H,1,1,2,1,1,5,5,U,5,5,1,0,0,1,4,5,87,90,76,87
24,M,D,0,0,5,1,0,4,4,R,4,4,1,0,1,1,4,4,89,92,79,89
23,F,H,1,1,3,0,1,3,2,U,3,2,1,1,0,1,3,2,86,89,77,92
22,M,D,0,0,4,1,1,5,3,R,5,4,1,0,1,1,5,3,88,91,80,91
22,M,H,1,1,4,0,1,4,2,U,4,4,1,0,0,1,4,2,87,90,83,97
21,F,D,0,0,3,1,1,5,1,R,5,5,1,1,1,0,6,1,89,92,78,92
23,F,H,1,1,2,1,0,2,3,U,3,3,1,0,1,1,5,3,86,89,80,87
24,M,D,0,0,5,1,1,5,4,R,5,4,1,1,0,0,4,4,85,88,82,88
20,F,H,1,1,3,1,1,3,4,R,3,3,1,0,2,1,3,3,90,93,79,89
25,M,D,0,0,4,1,0,2,3,R,2,4,1,0,1,0,4,2,88,91,77,86
22,F,H,1,1,2,1,0,4,5,U,4,4,1,0,0,1,4,5,85,88,76,82
23,M,D,0,0,5,1,1,3,4,R,3,3,1,1,1,1,3,4,89,92,79,86
20,F,H,1,1,3,0,0,5,3,U,5,4,1,0,0,1,5,3,87,90,81,92
21,M,D,0,0,4,1,1,4,4,U,4,4,1,0,1,1,4,4,86,89,80,87
24,F,H,1,1,3,0,0,4,2,U,3,3,1,1,1,1,4,2,88,91,79,89
23,M,D,0,0,5,1,1,5,4,R,5,5,1,1,0,0,5,4,89,92,81,86
22,F,H,1,1,2,1,0,3,3,U,4,3,1,0,1,1,3,3,86,89,77,87
26,M,D,0,0,4,1,0,2,4,R,2,2,1,0,0,1,6,1,87,90,79,89
22,F,H,1,1,3,0,1,4,3,U,3,3,1,1,0,1,4,3,89,92,80,85
21,M,D,0,0,4,1,1,3,4,U,3,3,1,1,1,1,3,4,88,91,78,87
20,F,H,1,1,2,1,1,5,5,U,5,5,1,0,0,1,4,5,87,90,76,89
24,M,D,0,0,5,1,0,4,4,R,4,4,1,0,1,1,4,4,89,92,79,87
23,F,H,1,1,3,0,1,3,2,U,3,2,1,1,0,1,3,2,86,89,77,92
22,M,D,0,0,4,1,1,5,3,R,5,4,1,0,1,1,5,3,88,91,80,92
22,M,H,1,1,4,0,1,4,2,U,4,4,1,0,0,1,4,2,87,90,83,89
21,F,D,0,0,3,1,1,5,1,R,5,5,1,1,1,0,6,1,89,92,78,85
23,F,H,1,1,2,1,0,2,3,U,3,3,1,0,1,1,5,3,86,89,80,87
24,M,D,0,0,5,1,1,5,4,R,5,4,1,1,0,0,4,4,85,88,82,86
20,F,H,1,1,3,1,1,3,4,U,3,3,1,0,2,1,3,3,90,93,79,89
25,M,D,0,0,4,1,0,2,3,U,2,4,1,0,1,0,4,2,88,91,77,87
22,F,H,1,1,2,1,0,4,5,U,4,4,1,0,0,1,4,5,85,88,76,91
23,M,D,0,0,5,1,1,3,4,U,3,3,1,1,1,1,3,4,89,92,79,89
20,F,H,1,1,3,0,0,5,3,U,5,4,1,0,0,1,5,3,87,90,81,87
21,M,D,0,0,4,1,1,4,4,R,4,4,1,0,1,1,4,4,86,89,80,89
24,F,H,1,1,3,0,0,4,2,U,3,3,1,1,1,1,4,2,88,91,79,91
23,M,D,0,0,5,1,1,5,4,R,5,5,1,1,0,0,5,4,89,92,81,93
22,F,H,1,1,2,1,0,3,3,R,4,3,1,0,1,1,3,3,86,89,77,97
26,M,D,0,0,4,1,0,2,4,R,2,2,1,0,0,1,6,1,87,90,79,93
22,F,H,1,1,3,0,1,4,3,U,3,3,1,1,0,1,4,3,89,92,80,92
21,M,D,0,0,4,1,1,3,4,R,3,3,1,1,1,1,3,4,88,91,78,90
20,F,H,1,1,2,1,1,5,5,U,5,5,1,0,0,1,4,5,87,90,76,97
24,M,D,0,0,5,1,0,4,4,R,4,4,1,0,1,1,4,4,89,92,79,87
23,F,H,1,1,3,0,1,3,2,U,3,2,1,1,0,1,3,2,86,89,77,57
22,M,D,0,0,4,1,1,5,3,R,5,4,1,0,1,1,5,3,88,91,80,56
19,F,D,0,1,10,0,0,5,5,U,2,1,1,0,0,0,5,4,92,80,99,90
24,M,H,1,1,7,1,1,5,4,R,2,1,1,0,4,0,5,5,63,66,52,60
26,F,D,1,1,12,0,1,4,3,R,3,1,1,0,4,0,3,4,60,65,63,63
22,M,D,0,1,4,1,1,2,5,R,5,2,1,1,4,0,4,4,71,87,66,75
22,M,D,1,1,12,1,1,5,5,U,4,3,1,1,1,0,4,1,49,37,49,45
18,F,D,0,0,2,0,0,4,4,U,1,0,0,0,3,1,3,4,32,35,30,32
23,M,H,0,1,5,0,1,3,2,R,4,1,1,0,2,1,3,4,30,31,38,33
25,M,D,0,1,8,0,0,5,3,R,3,1,1,0,0,1,3,5,49,32,68,50
25,F,D,1,1,14,1,0,4,5,R,5,2,1,1,4,1,3,5,73,72,74,73
19,F,H,1,1,6,1,0,1,4,U,5,4,1,1,4,1,3,3,71,52,74,66
19,M,H,0,1,2,0,1,3,4,R,3,2,1,1,3,0,5,1,57,52,72,60
26,M,H,0,1,6,1,1,4,5,R,3,1,1,0,4,0,3,3,45,56,41,47
27,F,H,0,1,5,0,0,2,3,R,4,2,1,1,2,1,5,1,34,36,30,33
20,M,D,1,1,10,1,0,5,3,U,5,4,1,1,0,1,4,4,32,30,30,31
22,M,H,0,1,3,1,0,4,3,U,5,1,1,0,3,1,4,2,82,99,73,85
21,M,H,1,1,8,0,1,2,3,U,2,1,1,0,0,1,5,2,81,73,96,83
24,M,H,1,0,12,0,0,4,3,U,3,2,1,1,0,1,5,5,49,47,60,52
20,M,D,0,0,3,0,0,2,4,R,3,1,1,0,3,0,4,5,33,30,30,31
18,M,H,1,0,14,0,0,1,4,R,5,4,1,1,2,1,5,3,64,51,67,61
25,M,H,1,1,8,0,1,3,3,R,3,1,1,0,4,1,4,1,76,88,76,80
22,F,H,0,1,12,1,1,5,4,U,3,2,1,1,0,0,4,4,81,79,88,83
21,F,D,0,1,9,1,1,5,3,U,2,1,1,0,4,0,3,1,52,34,65,50
23,F,H,1,1,10,0,0,2,3,U,1,0,0,0,1,0,3,5,96,99,97,97
26,F,D,1,0,6,0,1,1,4,R,5,1,1,0,1,1,4,2,66,65,51,61
27,M,D,0,0,8,1,1,5,3,U,5,3,1,1,3,1,5,5,32,50,34,39
27,M,D,1,1,2,0,1,4,5,R,1,0,0,0,4,1,5,2,51,43,49,48
19,M,H,0,0,3,0,0,3,5,R,2,1,1,0,3,1,4,1,66,64,86,72
23,F,D,0,1,3,1,1,3,1,U,1,0,0,0,1,1,3,2,72,89,79,80
22,F,H,1,0,2,1,1,4,4,U,1,0,0,0,4,0,3,2,38,30,54,41
27,F,D,0,0,8,0,1,1,4,U,5,4,1,1,1,1,5,2,30,32,39,34
24,F,H,0,1,1,0,0,1,3,U,4,2,1,1,3,0,4,3,89,90,69,83
24,M,H,0,1,2,1,1,2,4,R,3,2,1,1,4,1,4,1,63,51,47,54
20,M,D,0,1,3,0,0,1,4,R,1,0,0,0,3,0,4,5,72,80,72,75
25,F,H,0,1,14,0,1,3,5,R,3,1,1,0,4,0,4,2,90,99,89,93
22,M,H,1,1,13,1,1,1,5,U,5,1,1,0,2,0,3,4,61,77,78,72
18,M,H,0,1,7,0,0,3,4,R,1,0,0,0,0,1,4,1,64,80,74,73
27,M,H,1,1,5,0,0,5,5,U,2,1,1,0,2,1,4,2,73,89,59,74
26,M,D,0,1,3,0,1,5,2,R,3,1,1,0,1,1,3,5,99,79,83,87
19,M,H,1,0,2,0,0,3,3,R,1,0,0,0,3,1,3,4,39,30,30,33
23,M,D,1,1,6,0,0,3,4,U,1,0,0,0,3,0,3,2,75,67,82,75
26,F,H,0,1,6,1,0,2,3,U,5,2,1,1,1,0,5,5,79,73,80,77
22,F,D,0,0,13,1,0,4,3,U,3,2,1,1,3,1,4,5,38,50,42,43
23,M,H,1,1,10,1,1,3,3,U,5,3,1,1,0,0,3,1,76,67,81,75
23,M,H,0,1,3,0,1,4,3,U,3,2,1,1,2,1,4,5,78,74,75,76
26,F,H,0,1,3,0,0,5,4,U,2,1,1,0,1,0,4,1,74,74,69,72
25,M,H,0,0,11,0,1,1,4,U,3,2,1,1,1,0,4,2,55,43,54,51
26,M,H,0,1,4,0,1,5,5,R,3,1,1,0,4,0,4,5,42,55,37,45
18,M,D,1,1,1,1,0,5,5,U,3,1,1,0,3,0,3,2,75,89,82,82
19,F,H,1,1,9,1,0,5,5,U,2,1,1,0,4,0,3,5,42,61,35,46
21,F,D,1,0,8,1,0,1,4,R,5,1,1,0,1,1,5,1,34,39,40,38
22,M,D,0,1,4,1,1,3,5,U,1,0,0,0,1,0,3,4,44,33,52,43
26,M,H,1,1,8,1,1,5,3,R,1,0,0,0,3,1,4,4,59,52,49,53
23,F,D,1,1,10,0,1,1,3,R,3,2,1,1,1,0,5,5,95,80,97,91
24,F,H,0,1,3,1,0,5,5,U,1,0,0,0,2,0,4,1,81,69,95,82
26,M,H,0,1,14,1,0,5,5,U,2,1,1,0,1,0,3,3,70,87,64,74
25,M,H,0,1,8,1,1,4,3,U,4,3,1,1,4,0,4,4,65,47,83,65
21,F,H,0,1,14,0,1,4,4,U,4,3,1,1,2,1,3,2,54,70,44,56
26,F,H,0,1,4,1,1,1,5,R,2,1,1,0,4,0,5,1,100,99,99,99
21,M,H,0,1,5,1,1,4,3,R,4,1,1,0,1,0,3,1,71,54,82,69
19,M,H,0,1,14,1,1,5,5,U,5,4,1,1,2,1,3,3,73,90,53,72
18,M,D,1,1,7,1,1,4,4,U,1,0,0,0,3,1,5,5,46,30,32,36
24,M,H,1,1,14,1,1,2,4,U,3,2,1,1,2,1,4,1,88,68,75,77
24,M,H,1,1,4,1,1,4,3,R,2,1,1,0,4,1,4,4,54,54,73,60
26,F,D,1,1,4,1,1,3,4,U,2,1,1,0,4,0,5,5,93,83,99,92
27,F,D,0,1,11,0,1,5,4,R,2,1,1,0,0,0,5,5,86,75,96,86
24,F,D,0,1,12,1,0,5,4,R,2,1,1,0,0,1,5,4,53,39,55,49
26,F,H,1,0,5,1,0,2,3,U,4,1,1,0,1,1,3,3,35,52,30,39
23,F,H,0,1,11,0,0,1,3,R,2,1,1,0,2,1,3,5,100,99,90,96
23,F,H,0,1,1,1,0,4,5,R,4,2,1,1,2,1,4,5,47,67,66,60
20,F,H,1,0,4,0,0,1,5,R,2,1,1,0,0,0,5,3,32,30,30,31
23,F,D,0,1,3,1,1,3,4,R,5,2,1,1,2,0,4,2,78,92,89,86
23,M,H,0,1,2,0,0,2,5,R,4,1,1,0,0,0,4,2,71,79,61,70
20,F,D,1,1,9,0,0,3,4,U,2,1,1,0,4,0,3,5,76,74,79,76
18,F,H,1,1,1,1,0,5,5,U,4,3,1,1,4,0,5,1,98,99,97,98
23,M,H,1,1,11,1,0,5,3,R,5,3,1,1,0,0,3,3,69,68,79,72
19,F,D,0,1,2,1,1,1,4,U,5,3,1,1,3,1,3,2,54,41,61,52
24,F,D,1,1,10,0,0,1,1,U,5,3,1,1,2,0,5,5,81,94,81,85
26,F,D,0,1,3,0,1,2,3,R,5,1,1,0,3,0,5,2,53,69,61,61
27,F,H,1,0,6,1,1,5,3,R,5,4,1,1,3,0,4,5,51,31,62,48
26,M,D,1,0,6,1,0,2,4,R,1,0,0,0,1,1,4,1,49,35,50,45
19,F,D,0,0,10,1,0,1,3,U,1,0,0,0,4,1,5,2,32,32,30,31
25,M,H,0,1,10,1,0,4,5,R,4,2,1,1,1,1,4,2,92,74,99,88
27,M,H,1,1,5,0,1,4,3,R,5,3,1,1,2,0,4,4,64,83,66,71
18,F,D,1,1,11,1,1,1,3,R,5,2,1,1,2,0,3,1,65,73,49,62
27,F,H,1,1,9,1,1,5,4,U,1,0,0,0,4,0,3,3,85,80,99,88
27,F,D,0,1,8,0,1,2,5,U,5,3,1,1,4,0,4,1,70,61,54,62
23,M,D,1,1,8,1,0,5,3,R,2,1,1,0,0,0,4,1,59,79,48,62
27,F,H,0,1,2,0,1,4,5,R,4,2,1,1,0,0,5,5,77,90,66,78
23,F,H,1,1,9,1,0,4,5,U,4,3,1,1,1,0,3,5,86,97,79,87
21,M,D,0,1,9,1,0,4,4,U,4,1,1,0,1,0,4,2,91,82,89,87
27,M,D,0,1,12,0,1,3,5,R,4,3,1,1,4,0,4,4,79,60,74,71
26,F,D,1,1,3,1,0,5,4,R,3,2,1,1,4,0,5,2,88,99,90,92
21,F,D,1,0,6,0,1,3,3,U,5,2,1,1,1,0,3,1,34,37,37,36
22,M,D,1,0,9,0,0,4,3,U,3,2,1,1,1,0,4,1,49,62,49,53
26,M,D,0,1,11,0,0,3,4,R,3,2,1,1,0,1,3,1,65,54,65,61
22,M,H,1,1,3,1,0,4,4,U,2,1,1,0,1,0,5,2,92,78,96,89
20,M,H,1,1,11,0,0,2,5,U,3,1,1,0,0,0,4,3,84,75,84,81
22,F,D,1,1,11,1,0,4,3,U,2,1,1,0,1,0,4,1,92,99,99,97
21,M,D,1,1,13,0,0,1,5,U,5,1,1,0,3,0,3,2,85,69,75,76
25,M,D,1,1,4,0,1,3,3,U,5,1,1,0,0,1,3,2,88,86,71,82
18,M,H,0,1,3,0,1,3,3,U,5,5,1,0,0,0,3,5,90,85,86,88
17,F,D,0,1,2,0,1,2,2,U,4,5,1,0,2,0,3,4,95,86,75,80
19,F,H,1,1,3,0,1,2,3,U,4,5,1,0,0,0,4,5,98,85,60,87
17,F,D,0,1,2,0,1,2,3,U,3,5,1,0,0,0,6,5,90,86,75,70
21,F,D,0,1,3,0,1,4,2,U,3,5,1,0,0,0,4,5,87,87,86,75
16,F,D,0,1,2,0,1,3,3,U,2,5,1,0,0,1,6,4,88,54,23,73
17,F,D,0,1,2,0,1,2,4,U,4,5,1,0,0,0,5,3,78,80,67,82
18,F,D,0,1,2,0,1,3,4,U,4,3,1,1,3,0,1,4,93,86,60,83
19,F,D,1,1,2,0,1,4,4,U,4,3,1,1,4,0,3,5,90,90,75,73
20,M,H,1,1,2,0,1,4,5,U,4,4,1,1,4,0,2,5,75,93,71,75
22,M,H,1,1,2,0,1,2,5,U,5,4,1,1,0,0,3,4,69,87,74,76
21,M,H,1,1,2,0,1,3,5,U,5,4,1,1,0,0,3,5,64,87,84,78
18,M,H,1,1,2,0,1,3,5,U,4,4,1,0,0,0,3,4,56,80,65,89
17,F,H,1,1,2,0,1,3,5,U,3,4,1,1,0,0,3,4,86,89,36,80
19,M,H,0,1,2,0,1,3,5,U,3,3,1,0,0,1,3,3,83,80,87,86
23,M,H,1,1,2,0,1,3,5,U,4,3,1,0,0,1,4,4,80,81,66,78
15,M,H,0,1,2,0,1,4,5,U,3,2,1,0,0,0,1,4,81,67,65,76
25,F,D,0,1,2,0,1,3,2,U,3,3,1,0,1,1,5,5,82,86,59,86
